Gene	C10_+DDM_-RNase_R1	C10_+DDM_-RNase_R2	C10_+DDM_+RNase_R1	C10_+DDM_+RNase_R2	C10_-DDM_-RNase_R1	C10_-DDM_-RNase_R2	C10_-DDM_+RNase_R1	C10_-DDM_+RNase_R2
Gsr	76.56497486	58.4853698	73.55410168	47.88609835	81.77836462	80.15183028	81.12570371	77.16152618
Phlda3	125.0757143	148.8064199	110.9107325	47.96319444	103.4070888	132.6039742	48.24904477	44.66353747
Gm8773	34.42570092	38.50530409	31.66227048	47.97129652	43.45909103	19.18759252	31.58136328	28.06480287
Pla2g4a	57.07051674	95.6212933	60.87560311	47.97705043	43.70292196	40.79042256	85.88210413	80.24708575
Apol9a	36.95411986	43.46844706	39.76184665	47.99627237	36.94299411	36.3078471	38.83262667	42.05125223
Ppp2r2d	55.55485744	57.715402	45.17053431	48.01422797	64.97397802	52.47054008	40.07062437	44.28048977
Zswim7	30.97784865	37.85813347	33.04448148	48.14807619	22.80455662	31.19687188	23.27150001	22.6006841
Tprgl	43.39624414	36.15903791	40.4993809	48.16872303	34.08768345	49.97885482	38.3504345	39.62089817
Hspa14	59.5188696	50.77888688	55.95133112	48.19443103	51.22346594	52.15274415	39.52609012	47.40880644
Arl6ip6	35.74758808	45.99415702	31.79012037	48.26441054	26.70029142	22.35816996	43.7786417	42.5598749
Psmd9	38.51743086	43.37900581	42.51432016	48.28615029	42.09190973	53.09446894	38.25074585	37.87226172
Rida	60.60436579	61.41823477	64.85444059	48.30018137	48.1092385	53.46263558	38.35316154	37.14459203
Lox	57.76558762	66.84483283	58.20301766	48.34057076	78.76972093	52.12896596	109.5568538	124.219827
Ccdc86	37.56589203	42.81532521	38.42037376	48.3421678	55.24370818	59.91256935	44.95238172	53.37568064
0610010K14Rik	60.43002183	44.99781547	67.56734596	48.35900687	39.22298086	60.28063466	32.16345313	30.88609219
AI413582	51.82703436	48.34063119	50.56912484	48.47543593	35.68996166	42.76575827	33.23900712	24.21076692
Pithd1	52.99111194	45.64631417	52.30515035	48.49455892	51.48139006	50.43628387	37.52605852	47.44865602
Pdf	57.5795304	42.16076602	52.15901317	48.52403764	38.43127477	47.9074341	35.08896846	30.61844322
Actr1a	36.23556204	27.01222641	33.15133374	48.59824691	54.19923364	37.45836882	71.37506807	87.27995751
Polr2l	46.41360381	46.52964639	44.6789631	48.76169945	39.06459598	54.3476535	31.57434445	30.68831412
Gm44140	54.1331741	49.67870238	57.47876521	48.76444841	39.97266446	54.7145533	26.85047598	28.87530042
Pde6d	65.84234814	65.11214095	70.09642921	48.80043361	50.31197512	54.50921837	42.03128198	40.69226442
Ube2e3	45.47833037	42.4977677	45.94613742	48.8048945	41.52482315	38.1044451	36.09897919	35.990894
Nsa2	54.93520808	52.47918395	58.17554472	48.82529569	48.5824325	44.75478	34.95024793	36.48141647
Snhg10	53.20640502	35.55434541	50.41153595	48.82762319	32.65020542	37.44215793	20.78360934	19.38758899
Smyd5	29.70718427	36.54716812	28.20126803	48.83134148	28.64963674	49.73070437	44.51913182	56.39614223
Thoc7	39.71412642	37.00273005	36.43906574	48.85086149	35.1069567	39.97505317	31.84065518	26.64655833
Babam2	42.22662278	60.43446938	41.70130658	48.85708012	52.83553875	37.25864982	39.1675095	43.8340108
Ube2r2	46.374192	43.46003329	46.26482258	48.87627716	48.97611503	49.72130943	43.37092443	35.56699362
Med6	59.55547658	68.38153832	65.893578	48.88103903	45.33665736	52.27310406	45.8509108	52.00755123
Pla2g12a	31.42193209	39.49438659	31.07083386	49.01093522	30.49052105	45.40009299	25.29019975	26.42044528
Mrpl35	59.15293618	46.15939241	57.90194974	49.02592839	37.61156372	42.49748367	29.84318684	30.88111243
Nadk	47.22255676	42.51799656	45.45631111	49.0265484	49.17283606	57.79391301	63.87530344	74.07717492
Parva	41.80081036	39.98237372	39.6083424	49.17486346	46.70684092	46.16672172	44.57078231	58.19275334
Gng12	42.14649661	46.95933356	42.24071001	49.19371663	35.9674191	64.05323162	39.03652138	52.25835135
Tpm3	38.72135898	37.09883494	37.38089951	49.21749315	45.69856422	48.12153304	50.90157631	55.56263461
Ccs	63.69494981	68.39260403	65.80515333	49.23219586	61.74774098	56.92344987	50.68554413	36.20566875
Rfk	47.29218127	43.52093413	48.97156365	49.25451628	58.12280733	60.13910826	49.11993093	49.77488406
Acadl	66.62645535	53.71011658	63.1031237	49.29197154	61.08740415	56.37715854	64.92280064	61.76485476
Elavl1	54.76172008	53.21424418	54.0941134	49.37006948	62.45248987	69.09593161	71.30050229	80.87761942
Paics	40.50938552	42.45598457	39.50462715	49.46569254	40.91156272	42.98789452	46.04352054	45.38370293
2610001J05Rik	58.25162675	62.97011157	54.90778645	49.499419	57.71268885	60.06289067	39.72596478	40.15897707
Cdc5l	31.66893537	39.45088073	32.9385851	49.60765883	35.95407656	38.25562731	54.10899597	66.75190734
Kmt5a	30.27930346	33.11684095	32.81229835	49.64979234	37.11067861	42.44289857	48.72529062	69.18334344
Rpa1	47.61002682	53.55064007	39.76368492	49.65507028	54.12411678	49.80891141	92.98144346	104.4699088
Tdp2	57.48935335	33.14139534	50.83448229	49.66489621	47.19547619	54.59739573	49.12958283	50.00919238
Smim15	61.33761471	51.60920989	66.24241982	49.67789341	62.81803427	61.79627853	58.91372353	57.1281877
Timm9	62.19583345	70.26373123	62.1796665	49.73483935	47.53685768	56.03863621	46.89996543	47.06299843
Slc3a2	45.26523302	39.78957699	47.14937213	49.76295121	49.49876907	32.96900399	55.98949854	51.1768283
Rhod	39.45057168	36.93156394	34.67687702	49.77863582	31.99390848	48.68482461	34.24402602	29.5401275
Cd47	52.44527406	53.97992308	53.20284308	49.88705818	45.68642103	30.73071132	58.90326135	49.96074393
Ccdc47	54.81785786	69.37254015	53.36377565	49.90195181	71.03960852	23.15661018	88.87474609	76.29056012
Tmem242	96.37096297	94.6800295	90.39341335	49.97276557	85.33082263	106.7538834	50.24952625	51.90636891
Eef2	94.37861431	92.68193073	84.3896638	49.99318581	98.80171053	143.2534108	126.1884042	150.5793832
Got1	54.34835681	42.67570191	52.06278525	50.0077458	67.42123284	70.08568584	61.10832805	58.21593375
2310011J03Rik	51.13526285	57.83159973	52.7405133	50.07675979	41.53311425	55.84177339	43.09642491	48.82059687
Nde1	37.90071846	41.63903095	36.78318815	50.14556726	40.88828216	37.47452867	38.21098441	63.86422887
Srsf10	54.72900737	77.04719505	55.88312283	50.17111841	73.13898074	58.80315664	73.48421448	66.82398278
Mat2a	37.15421307	42.89967591	36.79738567	50.17375555	68.08407058	49.31814595	97.14319446	134.983764
Eif3a	46.16158649	54.69476726	46.86996811	50.20047371	46.11140901	47.03399145	68.88988702	80.77561346
Emc10	44.77115098	48.51234236	42.98124694	50.23441541	53.98934678	40.20030491	43.83923102	45.27816814
Bud23	44.44842809	50.9289381	41.5114386	50.25518584	41.04908573	49.19882689	35.77974746	32.93875638
Ola1	59.34545727	68.99200642	62.2936101	50.31663522	64.9643785	101.6668861	61.97658962	63.7027558
Pltp	48.33420079	44.92677772	44.22816573	50.34400574	57.30167888	39.10549355	86.98867526	65.05415041
Cyp20a1	68.8615416	61.54741284	63.09594548	50.36803061	54.26855182	18.37450353	66.93914049	71.54826819
Dennd10	46.82998398	61.63340081	42.32606845	50.36989572	60.58921134	44.33706435	60.27692315	53.65241647
Eef1akmt2	69.65857955	71.97264364	77.47438443	50.37333819	50.37827562	55.2322911	37.97463457	41.79940615
Ptp4a1	42.60805423	47.91475245	43.06680779	50.42614379	53.90751207	57.70236477	60.84660045	83.22378324
Svbp	58.93766466	40.16705286	60.43974576	50.44476187	25.65266575	35.64613229	28.74430145	29.66176764
Tmem208	60.00194195	60.39239154	59.99110081	50.46119738	49.59775032	38.71126592	48.85044528	35.79920123
Polr3k	55.63597735	53.79825104	57.35273124	50.54311774	38.90285088	53.40158469	38.34352697	36.08538867
4833447I15Rik	46.34494313	37.33143972	41.13068777	50.56334349	23.15754805	34.3740733	20.53382945	19.90721856
Pnrc2	55.57820269	61.38274336	59.2089732	50.57741134	72.81036043	77.63329304	54.8448624	65.40409656
Sec61g	47.82509995	46.23899924	49.80030266	50.58701636	37.83306075	54.53722142	28.99527824	27.86989808
Dnajc10	33.60220633	38.06847545	31.75537957	50.60931412	53.24341509	42.36896258	78.47007462	79.10503421
Mcm6	44.77026456	48.61684792	46.38177043	50.61103873	52.49097598	58.90966044	80.91305502	93.20601692
Mrpl58	51.21779602	52.47209724	52.79527493	50.61486975	42.60841438	57.88961762	31.19206615	33.14823659
Mis18a	55.27708315	53.99762033	54.71710736	50.61573071	46.76147583	62.43718466	44.63868991	42.87247861
Get3	65.11068159	51.93690086	61.44704153	50.6929712	54.68991636	71.16782011	40.34791547	33.76300755
Axdnd1	51.56327006	48.21482088	51.99043509	50.73905038	40.05914153	54.80228238	27.67616181	25.59843508
Bcl7b	52.47781493	33.71416739	48.88095444	50.75621266	49.18021494	51.42718624	39.01040232	47.73602786
Bnip3	37.42192399	33.77475228	36.4220474	50.84562347	32.40744239	29.24878833	28.15371215	21.86606781
Akirin2	43.60791588	41.02827928	42.81927066	50.86227001	67.99747434	70.12923178	59.07762624	70.15205074
Ndufb3	53.99089275	52.7294934	53.33786033	50.86783892	37.44545344	46.25337071	30.03922866	28.53838159
Rabif	46.09028369	35.8037852	50.24100335	50.87226854	57.03801261	53.19836506	52.50394529	58.72400943
Tbp	35.15372125	75.29749575	33.86078648	50.89032703	52.52310258	52.09129517	40.40418367	47.97921558
Selenop	43.18124767	36.4447063	43.96954432	51.00387591	68.89296126	61.37816631	85.06019895	54.27256221
Tomm70a	41.46035045	46.81835888	42.29375884	51.01264017	41.94268508	56.38541089	57.46245692	63.12002525
Hmga1b	28.83676292	24.94214019	28.89343183	51.0199527	28.47726823	40.15244647	32.98361563	39.65907061
Pfdn2	78.72163098	84.79264977	76.28355981	51.17518708	64.37123787	71.53996956	45.29417042	45.19160066
Hsd17b4	54.72458541	53.99158414	54.85230838	51.20070898	53.75131242	34.20572675	64.13566311	50.92275322
Ifi35	54.41441558	63.48010658	51.81695358	51.23365647	33.53515107	65.39064377	40.94725513	36.930343
Nfe2l2	46.81719152	53.31337695	47.34897115	51.32945611	59.90444048	60.65353979	63.45468409	54.58423851
Phax	60.94955009	50.03368334	61.1518674	51.42330643	43.21831295	63.71377563	43.10620932	44.7556866
Plrg1	55.67265199	51.76587541	55.22300513	51.44951299	56.50294827	63.59099086	56.9013794	54.7341492
Tmcc1	62.30429669	52.1447064	62.25457079	51.46140827	45.28667009	51.13898789	32.25216612	34.7476092
Hmgb3	39.84762353	38.92173444	38.60374531	51.51393662	28.27259133	38.69060158	30.776311	34.54933669
Sephs2	26.36074797	27.02317863	26.04129701	51.5306051	34.29475826	42.44937848	36.44532948	52.34488014
Emc7	53.06108225	52.31323089	50.63289436	51.56762822	41.97090296	27.2100231	42.7503843	33.78174906
Blvra	71.87379837	57.35296323	69.8850478	51.71401999	45.63296981	59.17689694	40.97086838	36.93722261
Gm42346	51.55377987	65.73273002	55.08374947	51.82402466	53.73425927	43.84781772	49.04802165	48.28037089
Rbm45	38.00453539	38.44791352	37.21016102	51.82777636	37.09709276	36.91516495	40.78717269	36.62107188
Tmed1	64.54614169	65.33953042	62.60912996	51.92493235	66.81704099	32.07095084	55.85310629	48.46903593
Maged1	44.12365389	36.65160239	42.6187207	52.00791942	67.96192558	50.82066058	92.03941265	98.64654152
Cnih4	62.07568753	67.95606643	63.64284666	52.02514547	54.44865976	41.36911468	42.71439669	39.19702079
2310009B15Rik	60.35651346	35.0990832	65.90598204	52.02650708	30.46390676	43.18517727	32.12942388	26.99361615
Mcm4	46.04825789	46.34858875	47.99055313	52.11028397	49.10090589	54.75838519	93.56953688	91.75442151
Trappc6a	60.36105247	38.65023591	57.29717131	52.12419254	37.23638281	48.59081883	27.37560164	24.51952298
Eif2b2	63.01214959	64.41992481	66.22125867	52.15237289	46.03251476	64.58443662	48.7618898	52.47146128
Isy1	57.87774001	58.35908291	56.59954123	52.16535747	37.22149268	72.27377415	39.3587447	41.44322712
Capn2	44.42035965	40.91887694	43.14227127	52.17331597	83.25147878	59.1447988	84.83995932	122.8993173
Bmper	34.90126514	41.10012456	36.973652	52.18044097	81.15262126	23.12611377	125.0703051	103.2763665
Gadd45b	44.82118326	50.08973429	53.44473172	52.20027425	59.66964408	46.2594775	66.80355659	98.46348701
2810408I11Rik	48.96887894	49.65888522	51.54381319	52.22118299	30.1726729	55.39921778	31.84386948	26.63157847
Pmm1	52.92464904	53.41715736	54.17358312	52.28508011	32.43421526	57.28759633	44.2466078	39.69992124
Dynll2	58.92673926	60.43645439	57.06907135	52.33319214	36.18633741	44.38060602	27.36037169	28.8797358
Nfkbia	44.86695043	49.66376926	42.22245491	52.54167548	44.99984048	39.15014678	51.25405002	45.72671528
Sgk1	68.66836364	72.27534158	67.88598301	52.56266648	111.1355765	54.49957177	115.2333544	144.7106535
Rbms1	56.94763929	43.58016959	53.28731062	52.57275415	58.43519621	61.94107563	57.34380925	60.16354408
Smn1	53.7748932	46.06340821	52.45782488	52.58789023	45.30334152	54.97316488	33.79224229	39.36161309
Eif4e	55.27498815	54.46263469	55.90099127	52.69464741	51.22270554	58.04560297	41.0012297	47.71647404
Tmem11	67.5667692	62.13572312	63.3761055	52.75525924	54.34721127	76.95088744	48.65236063	44.75924705
Gtpbp4	46.00266627	51.0537691	47.05549786	53.09925043	53.77527893	56.80142254	57.02237865	67.1418658
Hmga1	27.62365457	26.14642848	28.46489579	53.11782959	28.96054128	41.40142979	33.67288048	40.90383292
Mapre1	54.33118733	52.90721753	56.39792816	53.2159617	51.09450046	55.14091576	46.96533832	54.16068533
Trnau1ap	52.43216366	49.71255298	55.06032259	53.22079503	38.62422194	54.48584392	30.74489889	29.60798324
Stt3a	46.59981016	54.19247948	46.36434674	53.22142842	77.90636075	25.6714468	111.5924181	96.13992187
Ndufaf4	45.67391372	61.90126032	47.81681105	53.48713651	49.24729934	48.38947576	45.81889786	46.45551219
2210016L21Rik	40.84093143	54.01732824	38.98183348	53.52762866	34.27573407	49.51355269	37.40273526	37.70538855
Smim12	58.39206235	35.7005352	53.4811844	53.56034819	39.63417193	52.2771642	41.24905924	42.26277598
Mtln	53.32599554	52.15374939	55.98724536	53.62375452	33.70718601	51.55649747	25.99026861	31.48431742
Marcks	51.41953969	59.98207873	53.96657706	53.6413306	56.91409239	44.82161988	55.04771178	60.2159644
Snrnp25	91.8192478	63.48010658	81.75488455	53.66536848	48.25785532	80.72115309	36.47218795	39.04715617
Hmox1	93.59109372	67.88780797	77.12399809	53.79944677	100.0383284	115.7182127	120.1231505	80.6946883
Hikeshi	66.8022389	55.41548783	66.28421171	53.80753831	42.91996009	51.65251636	33.18129704	33.06184041
Ifi202b	67.45128852	84.47116224	68.08305673	53.8945296	56.59277808	69.42662695	61.94261732	52.16076044
Hint2	62.70424329	65.64879285	70.76109344	53.93210625	48.56961599	56.40432863	36.32590117	32.42662129
Scpep1	51.4010623	59.93691562	54.35470181	53.94029352	62.651504	36.05368099	79.01496527	62.42066505
Ethe1	57.30642679	58.80674494	57.19321488	53.97213333	52.35620149	49.50113612	38.24526973	37.68214829
Ints11	51.42264924	49.36873161	53.02595886	54.03111407	55.77666897	59.97544128	52.84800302	53.97391461
Tmem243	43.33151503	31.72781498	39.37204717	54.07614211	41.99350246	37.55289994	26.79954389	31.26044085
Prpsap1	48.99330276	51.5523593	48.18015745	54.14350597	54.54764765	45.03397195	45.36849687	49.66022583
Tmem230	62.84947064	54.51778502	60.63262636	54.1559535	56.52715383	41.38598314	41.77820687	34.28795346
Lage3	60.70979325	55.24280704	59.01345653	54.24350691	42.78360243	49.49472213	36.72261825	31.53923415
Ccnd3	50.51512751	48.11158109	45.01875082	54.38324171	50.71132456	55.32863772	51.62505612	57.81173052
Sec61a1	44.13673393	33.66726473	44.74604917	54.41145661	52.14197572	32.70055616	98.28031296	113.4706105
Saraf	43.28491506	58.81176706	43.5404438	54.41527289	103.8688027	25.91808219	97.42910799	72.26921262
Zfas1	72.68473269	92.6109956	76.45111699	54.46980363	48.05678592	95.752771	62.67627494	73.93239018
Trip6	42.97800093	44.09397508	39.88598119	54.54397528	57.14843021	48.58795698	46.61845463	54.71790991
Ptges3-ps	40.52551007	35.31742782	41.62222349	54.62245786	35.39191386	47.91845709	35.09729904	37.88853538
Lias	36.39738308	40.14516152	35.63065617	54.64693859	36.61534863	33.42885193	34.69373185	32.20886627
Gadd45a	38.43294597	36.73617279	39.92844916	54.73681247	35.95562768	60.53134761	65.58789307	26.76528165
Caml	50.95580329	58.61345097	51.24523505	54.79951853	50.03256301	45.59848015	35.13138688	39.12694621
Atg101	62.29871037	56.81226275	60.30311937	54.82292623	42.42616726	54.30922188	40.23540113	47.03936251
Coq10b	64.88012613	61.86884746	70.01709496	54.83910409	54.53360585	45.0866876	61.13641897	51.15850167
Polr2h	50.55756492	51.90661394	48.11702806	54.8437657	41.64114357	50.2997979	33.06681712	34.09184794
Fam32a	63.90805693	53.40198901	64.83002636	54.89361023	45.07509973	61.42681496	52.35343343	41.58890302
Dctn2	52.10573939	47.34981771	54.42397151	54.90261804	51.99852629	58.7937219	65.57026016	64.6470426
Umps	62.8972879	54.58938639	55.92092548	54.92459462	62.61279965	66.35351666	59.04371257	69.77535087
Mrpl41	59.80393112	65.00463718	58.60048962	54.94858651	41.14648168	44.7832668	30.50105457	29.1699256
Rtf2	46.58299515	50.30906406	50.26264432	54.96973508	51.88170378	65.79436375	54.88183505	59.80976814
Mrps23	53.48530815	51.26347219	52.01142895	55.00536855	47.57816279	61.2519359	39.73907175	38.83266268
4921524J17Rik	60.68420106	56.22144684	61.52384542	55.01751707	50.79137769	46.59479066	40.74691552	49.34654523
Pip4p2	47.42817641	49.0519095	46.03224499	55.01992788	30.62643402	59.17005676	48.78602251	59.23826853
Acaa2	52.23120306	48.57941109	47.31129593	55.08079257	51.01681742	47.64311381	46.27677637	36.99986569
Trim59	54.81507784	57.23117239	61.123897	55.12940396	73.97632749	62.56210756	79.30510578	112.7274185
Morf4l1	66.60781207	62.65852266	65.18102718	55.13572791	63.15103273	72.91527272	55.43816266	54.36288779
Ccndbp1	54.53789189	46.3436525	50.66425709	55.16436903	42.45086447	51.34630301	45.93307665	46.29599431
Ptrh1	58.2871023	45.10200079	60.25607	55.16988877	50.07289493	50.78516367	35.69358748	36.22812161
Pdha1	44.78828675	49.55270567	43.44198113	55.20202133	58.55959461	56.50060692	74.26226413	72.85197241
Erp44	44.28120356	57.90775338	47.74586209	55.22719939	49.0178116	28.81416413	54.07284085	42.09300954
Ecm1	45.0334021	39.68475528	49.41972304	55.32807755	38.6905422	13.60287247	69.60281085	76.57957011
Alg5	49.96809991	52.31708874	46.736718	55.35402582	43.30940846	25.64407366	44.1740897	31.12942744
Rnf115	53.34575789	64.5952994	50.59200439	55.37489808	57.15310262	52.82947784	52.93007781	53.91340235
Tm9sf3	43.62588673	46.89716859	45.48500828	55.39536475	80.86426471	49.07205641	90.07725931	99.63195793
Pold2	58.07003892	61.82413484	60.2701474	55.40379062	57.00304417	63.21301372	39.78655051	44.49067454
Shcbp1	72.73867577	65.77860389	67.47468174	55.41655997	70.89397012	43.80734363	52.11258046	76.34443705
Cox18	49.86921066	36.61999294	48.77024052	55.47681437	46.97022434	52.0396164	38.68845862	40.62625233
Thumpd1	33.59354891	34.407131	37.90049508	55.4821165	44.51135999	52.46346514	58.46754417	56.11419837
Sdc2	37.45590436	50.42696234	38.83342442	55.48769083	60.79813756	35.19929773	58.43881879	59.22505069
Gtf2h1	37.02136105	49.35573868	34.72327484	55.5091348	53.9175834	47.34119831	58.94686014	46.5299087
Tmed10	73.02217931	66.18370754	70.81890371	55.55394321	65.488553	33.48388507	59.6186282	49.13782935
Sptssa	68.61320606	83.69979466	65.56849785	55.55527141	70.30488942	76.09325105	48.3030545	50.04936274
Arl6ip5	169.0891861	267.9195067	121.6776988	55.57161127	271.3870489	209.8632174	69.81779508	80.44635252
Tmem134	55.06663268	48.64476762	58.14950088	55.59114864	45.94759072	60.99363298	35.2513842	36.19890535
Pawr	55.07633099	65.46270743	49.76718806	55.60416256	91.72068233	83.35132346	87.4169537	94.55350106
Hsd17b12	112.2276122	114.4298822	92.93949417	55.6241982	141.0142709	75.98305523	108.1443034	113.9293828
Usp39	63.94903942	62.69280591	59.4618412	55.76517654	76.50129412	68.63209627	63.16737586	70.49210869
Ckap2	45.31898608	43.48953761	49.04628199	55.77861615	52.27267806	37.22549573	46.337226	70.08416819
Raet1e	71.29304242	84.51498623	72.46141706	55.83906278	59.69876374	20.84304717	55.1426762	44.58632628
Hspbp1	49.34648064	44.57598995	47.6366398	55.84648239	43.09647847	52.41612315	43.23461581	45.74610035
Pwp1	39.6301662	43.9961831	39.54534028	55.98032476	48.69140368	71.0019188	53.55359009	48.17546846
Trip13	52.97859001	54.66548724	53.50803611	56.01221678	60.51267256	59.09703585	52.02268575	62.77220892
Pdlim7	54.55369037	66.05896086	55.08029017	56.01745432	60.52856561	61.64154131	55.91052858	60.3741937
Aamp	43.43611107	45.5746125	47.18903343	56.11768649	42.89661946	45.06713472	45.11209293	49.7413518
Cops3	46.52390657	62.97746651	45.44617878	56.16957055	48.19956419	49.68846194	41.57009917	40.99918031
Tex264	45.20771275	41.97374808	43.88838299	56.25919462	43.31459078	55.22000943	60.84780065	39.27319625
Coa6	66.97653908	64.58941382	68.1691214	56.27214793	58.00203468	47.20542254	36.74875838	32.72099405
Tufm	52.09666804	48.92841536	51.7197339	56.28332335	61.9289416	56.98829322	55.88760058	62.38897235
Thoc1	61.99450571	78.89700878	55.15412984	56.30060058	54.91028687	34.58502779	53.04900515	50.31596821
Snapc5	45.96569998	43.91570843	41.25888312	56.31949849	35.46341222	48.67196256	27.70578884	31.10153208
Ssu72	80.05897493	76.81846019	76.27576757	56.35416182	67.11906501	83.25042335	60.18943665	57.47964864
Otub1	47.02113969	55.95449552	45.57048374	56.37343754	53.43917336	69.29976775	56.01754461	62.1355464
Rela	36.90297568	30.34650539	35.2999124	56.40399333	51.55699951	54.63580827	68.11439925	89.62296829
Gba	53.64391828	66.09400124	55.90775004	56.41043448	62.06784882	48.036961	71.04956512	50.23363875
Cyp1b1	61.35607812	104.9280517	60.3724764	56.43390256	82.28422892	42.80201097	189.8622933	160.2833649
Becn1	57.43328474	61.28746709	62.60784885	56.47618664	71.3708883	77.53382666	59.23526837	63.21863899
Vps4b	37.61495042	40.4104573	40.66718209	56.47923302	43.97677614	44.74671342	58.85296592	55.27440221
Cdc42	56.76180184	56.50983099	56.24709227	56.48762937	60.44642055	66.03104465	59.52201235	55.97552447
Rras2	51.39303529	49.03137983	52.48444643	56.49633975	57.95369965	66.44668193	65.05638665	50.57160207
Znhit2	48.31537799	36.2815325	52.74093437	56.56763583	43.6399179	53.73337924	41.39483239	38.12634996
Psmb10	42.72581873	56.72984103	45.3803879	56.57048193	54.64186212	57.43996954	46.61520618	42.03935883
Anapc11	68.6868313	63.21025451	68.76678513	56.59527495	52.05707967	61.53904922	35.55298956	34.8617141
Nop53	59.91693472	62.76804597	61.00450202	56.61687764	60.28248837	69.79343843	59.96211247	66.05390324
Eif3j2	60.74225376	50.70885736	62.41010808	56.66588154	59.45867941	57.69392201	55.37457632	60.85905358
Aip	60.13788308	52.65559261	57.67236704	56.74816768	53.9423034	65.77085064	40.68838023	43.52350808
Klhdc2	95.24534641	70.4811549	86.07380223	56.81434806	48.98963819	83.21537372	55.02713896	58.36498315
Mrpl27	70.35999072	70.01432742	73.94527646	56.88782003	58.53345963	72.52001036	40.55072965	39.41636551
Ptcd3	53.52012946	65.82414772	57.47973297	56.89468497	67.43443841	34.64480995	72.03179791	71.59026324
Bcap29	70.95592733	101.113838	69.58662621	56.90586944	59.07841982	35.56154895	64.76479926	54.75333201
Phlda1	78.99036668	109.1976086	74.81893409	56.99025818	78.17801126	82.15720771	89.53997302	60.0162948
Dnajc19	69.06632952	60.3830637	68.14246172	56.9988768	43.83143453	49.43810141	29.76957714	31.85149884
Ppan	38.9874272	47.45224348	37.72157475	57.01945401	59.4429257	39.93237394	48.43216337	49.69753269
Laptm4b	52.05124965	42.17976943	51.70703681	57.03360627	43.79970599	33.94506264	59.09813232	52.78750414
Fam50a	42.80227279	43.16219899	48.83649124	57.05896853	44.34244832	44.38268724	49.77286962	33.4252706
U2af1l4	61.69317316	63.28418033	58.03204702	57.08544875	47.38007642	60.7139987	41.33791235	37.17134225
Sec11c	88.28301541	81.38299771	85.29317386	57.13677799	72.2162793	61.15198708	55.28454256	45.4617876
Smim14	53.33892517	49.97362095	55.53903417	57.14100907	41.53789936	57.66855211	41.73363158	30.67205834
Dld	46.8333976	55.34267301	48.01342144	57.15467801	62.09771195	44.85211499	71.03917425	55.65631262
Kif22	42.988792	44.55394291	43.16845788	57.22651512	52.48190231	27.25764373	44.97543208	91.00809102
Abi1	36.99485858	56.06531189	37.97985038	57.23125352	80.4000006	51.09824789	81.90303917	72.77146924
Nsmce2	61.22642146	60.15871163	62.48109757	57.2499687	49.69821722	53.91568417	46.32660972	39.78703402
Mrpl43	38.7349717	39.27228829	38.1556385	57.25448886	42.81847328	46.86899117	33.62766235	28.69902032
Ginm1	68.62631071	66.08054319	60.60841482	57.27531054	61.38724246	44.16413612	60.05204921	44.17984126
Ntmt1	45.66283314	58.90720924	47.35845043	57.32022292	42.81463273	48.44386646	39.03021975	38.69096569
Gm41724	63.45583525	49.97429099	67.54628382	57.34640042	44.33731922	47.58882632	36.03467288	38.30891028
Lman2	53.12414357	54.71135424	53.50242454	57.42909551	51.06738624	28.38807773	48.00452725	49.61469202
Copz2	79.20986459	61.05856642	81.58141467	57.4486327	61.46604508	63.40221653	41.83195615	38.18836838
Aga	65.36206803	81.07519235	66.94041211	57.44875859	66.68287574	36.88152298	69.28661028	49.740815
Nip7	56.22492103	51.12588413	55.7853099	57.47502651	40.25053575	52.90290283	37.90277816	41.99247504
Ckap2l	32.5785609	24.26599414	37.24285611	57.50709748	39.5567981	47.02072698	64.678845	99.66943106
Asah1	51.52185845	70.50943745	50.24795622	57.54638476	49.298399	15.14463157	88.94625626	53.73158749
Ltv1	58.7379076	66.05291487	52.59200744	57.60898517	60.57633806	70.7957582	63.71113465	63.71999268
Gm7040	53.9492281	27.59623128	49.82061279	57.68150863	38.00367954	11.51549594	45.13345837	14.20491623
Slc50a1	63.19377575	54.93583939	62.65632586	57.77634942	53.79638813	46.67459904	53.36926586	41.49091106
Tuba4a	57.84070905	47.9956491	53.16713285	57.78610213	45.46863983	57.45043697	49.07735098	50.09292827
Pepd	58.65774157	46.6186366	53.58208483	57.78873968	59.70797687	57.32684249	67.68953775	69.20115228
Hmmr	41.95474234	69.99400043	41.79026627	57.95585232	86.6550105	37.79882495	89.82646615	157.9309389
Rpl13-ps6	63.62687523	54.57447746	64.97471571	58.01844714	52.76801983	67.61951288	38.9286195	36.80640826
Cxcl1	25.75147799	33.2546497	23.19332009	58.03446	69.9618754	20.38159068	36.58144464	22.3377507
Drg1	53.82028157	51.16333262	53.78928624	58.06790225	49.73794115	55.03778511	43.2298309	44.47252011
Tmem123	44.28430635	61.22868352	47.27083778	58.15020391	56.65027237	69.21648944	81.44738133	81.79297128
Cisd2	64.54452023	63.62234653	61.24409356	58.23178817	63.11570889	64.81978703	57.18794253	46.63551649
Ramac	93.46692247	97.68539642	89.98527824	58.26162061	79.52142586	109.7885288	69.62816364	63.75400673
Pdrg1	74.35732888	94.46493922	66.10383756	58.28904238	84.97368773	107.5818035	36.38385998	42.44802785
Snhg18	52.60173531	28.93427457	51.42036787	58.40360799	45.34312429	49.69036185	33.99777455	28.33475308
